,Name,Creator,Repeats,Grade,Type,Stars1,Stars2
20795,STEINZEIT EASY 3,Steinzeit,24 repeats,6B+ (User grade 6B+),Feet follow hands,,
20796,LAZY CAT,Alompe,4repeats,7A (User grade 7A),Feet follow hands,,
20797,MUTISMO,Riccardo Caprasecca,150 repeats,6B+ (User grade 6B+),Feet follow hands,,
20798,MUTISMO SELETTIVO,Riccardo Caprasecca,28 repeats,6C (User grade 6C),Feet follow hands,,
20799,BARRET,Riccardo Caprasecca,6 repeats,6C+ (User grade 6C+),Feet follow hands,,
20800,MOOD,Riccardo Caprasecca,12 repeats,7A (User grade 7A),Feet follow hands,,
20801,AJUGSLIFE,Riccardo Caprasecca,20 repeats,7A (User grade 7A),Feet follow hands,,
20802,ZAPPIFICIO,Riccardo Caprasecca,1 climber has repeated this problem,7B+,Feet follow hands,,
20803,BACKHEAD,Riccardo Caprasecca,8 repeats,7B (User grade 7B),Feet follow hands,,
20804,KEA,x3la,7 repeats,TAt+,Feet follow hands,KkKkhkk,eee
20805,KEA BLOKEA,x3la,11 repeats,7A (User grade 7A),Feet follow hands,eee,
20806,MARCHROOMS,dizzierabit,Be the first to repeat this problem,6B+,Feet follow hands,,
20807,SKY HIGH,Kilgour22,2 repeats,7A,Feet follow hands,KkKkhkk,eee
20808,MARTINA,davidebatti,68 repeats,6B+ (User grade 6B+),Feet follow hands,,
20809,LO SVELTO,Axel&Co091,7 repeats,6C (User grade 6C),Feet follow hands,,
20810,CATAFRATTO,Axel&Co091,3 repeats,6C,Feet follow hands,KkKkhkk,eee
20811,VEZ,Matteo Zanon,3 repeats,7C (User grade 7C),Feet follow hands,,
20812,REGGAETON REVOLUTION,Huitoto,Be the first to repeat this problem,7c,Feet follow hands,,
20813,RUMENOKITELJUBIMRUMENO,janezkranjski,17 repeats,6C,Feet follow hands,KKKKNY,eee
20814,LOJTRCADOMACIH,janezkranjski,2 repeats,6B+,Feet follow hands,KKKKNY,eee
20815,SASON,janezkranjski,2 repeats,6B+,Feet follow hands,KkKkhkk,eee
20816,JACK REACHER,Komjati Zoltan,2 repeats,TAt+,Feet follow hands,eee,
20817,JACK REACHER,Komjati Zoltan,Be the first to repeat this problem,TAt+,Feet follow hands,,
20818,EASY BOUGIE,gabriel faucher,1 climber has repeated this problem,6B+,Feet follow hands,,
20819,DEMO REEL,Nroberts,4repeats,7A,Feet follow hands,KkKkhkk,eee
20820,LETA SET THIS?,Leta Dickinson,2 repeats,7B+,Feet follow hands,KkKkhkk,eee
20821,8M,wge,4repeats,TAt+,Feet follow hands,KkKkhkk,eee
20822,BU,Vin,2 repeats,7B (User grade 7B),Feet follow hands,,
20823,A TRICKY ONE,m,17 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20824,EVIL,m,1 climber has repeated this problem,8B+ (User grade 8B+),Feet follow hands,,
20825,JUMP IT!?!,m,12 repeats,6C+,Feet follow hands,eee,
20826,PLOEPPSENS FIRST,ploeppsen,19 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20827,FAIRLY OBVIOUS,ploeppsen,13 repeats,6B+ (User grade 6B+),Feet follow hands,,
20828,CIRKUT DEL EN,gyvind seebjornsen,11 repeats,6C (User grade 6C),Feet follow hands,,
20829,SACCO_CROTALE,Riccardo Caprasecca,52 repeats,6B+ (User grade 6B+),Feet follow hands,,
20830,MAMMATRULLO.,Riccardo Caprasecca,37 repeats,6C (User grade 6C),Feet follow hands,,
20831,MINDTHEGAP,Riccardo Caprasecca,27 repeats,6C (User grade 6C),Feet follow hands,,
20832,WIDOOP,Riccardo Caprasecca,17 repeats,6C (User grade 6C),Feet follow hands,,
20833,THE WINDING PATH,Kilgour22,2 repeats,TAt+,Feet follow hands,KkKkhkk,eee
20834,WATSON,Jason Lanman,35 repeats,6B+ (User grade 6B+),Feet follow hands,,
20835,DR. WATSON,Jason Lanman,20 repeats,6B+ (User grade 6B+),Feet follow hands,,
20836,BORT,Ipipes,1 climber has repeated this problem,7B,Feet follow hands,,
20837,KHALIFE,ploeppsen,13 repeats,6B+ (User grade 6B+),Feet follow hands,,
20838,LA BALLATETTA,tomclimbing,3 repeats,6c,Feet follow hands,eee,
20839,SCHULTEEER,Bapti,2 repeats,7C+,Feet follow hands,KkKkhkk,eee
20840,SLAKTIS SOFT,Hugo Friedner,3 repeats,6B+,Feet follow hands,eee,
20841,WANG SPECIAL VAR,Juanitoo,6 repeats,TAt+,Feet follow hands,KKKKNY,eee
20842,LITTLE PROJECT,LP,21 repeats,6B+ (User grade 6B+),Feet follow hands,,
20843,DOGGMAN,Pfs,6 repeats,6B+ (User grade 6B+),Feet follow hands,,
20844,SADDOG,Pfs,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
20845,WHOISGROGAN,Pfs,6 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20846,HARDISH?,Climber,4repeats,6C,Feet follow hands,KkKkhkk,eee
20847,HARDERISH,Climber,Be the first to repeat this problem,6C+,Feet follow hands,,
20848,ALVIN ES CHIDO,Motionboulder,5S repeats,6B+ (User grade 6B+),Feet follow hands,,
20849,ALVIN Y LANZAGORTA,Motionboulder,17 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20850,ALL DONE,Climber,2 repeats,6B+,Feet follow hands,eee,
20851,RIGHT IRON ARM,Jurtle,2 repeats,7A,Feet follow hands,KKKKK,eee
20852,CHUPA MAYAS,Otavio,Be the first to repeat this problem,7A,Feet follow hands,,
20853,EU TO COM FOME,Otavio,Be the first to repeat this problem,7A,Feet follow hands,,
20854,VIA DEL BUCO,ivanopollini,1 climber has repeated this problem,6B+ (User grade 6B+),Feet follow hands,,
20855,FOR THE NE,popo19,10 repeats,6C (User grade 6C),Feet follow hands,,
20856,BY MOX,popo19,3 repeats,6C+,Feet follow hands,eee,
20857,SAVE IT FOR LATER,ploeppsen,15 repeats,6B+ (User grade 6B+),Feet follow hands,,
20858,FRUSTICO,juki,12 repeats,6C (User grade 6C),Feet follow hands,,
20859,PRETTY CLEAR,ploeppsen,20 repeats,6B+ (User grade 6B+),Feet follow hands,,
20860,BRACHUS,juki,2 repeats,6C+,Feet follow hands,KKKKK,eee
20861,ENGINEERING SOLUTIONS,Bgjeldvik,45 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20862,TURBO CALLA,Riccardo Caprasecca,2 repeats,TAt+,Feet follow hands,,
20863,TAKEOVER,je123,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
20864,SIM,Riccardo Caprasecca,5S repeats,7B (User grade 7B),Feet follow hands,,
20865,SUKATA,Riccardo Caprasecca,3 repeats,7A+ (User grade 7A+),Feet follow hands,,
20866,GABBBRIEL,Dallo,1 climber has repeated this problem,TAt+,Feet follow hands,,
20867,BEGINNER'S LUCK,Amanda,23 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20868,WE DID THIS TO OURSELVES,Amanda,4repeats,6C+,Feet follow hands,KKKKK,eee
20869,CRITTER CRAWL,Crittter47,1 climber has repeated this problem,6C+,Feet follow hands,,
20870,CRITTERS CONTROL,Crittter47,2 repeats,6C+,Feet follow hands,KKKKK,eee
20871,MARCH OF THE ANTS,gabriel faucher,Be the first to repeat this problem,6C+,Feet follow hands,,
20872,LADDERS,Antimega,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
20873,SICK DAY E,Nicholas Ferguson,4repeats,6B+,Feet follow hands,,
20874,EARTHSHIP E,Nicholas Ferguson,2 repeats,6c,Feet follow hands,eee,
20875,INEEDLE,Nicholas Ferguson,2 repeats,6C+,Feet follow hands,,
20876,ZEN GARDEN,Corey Zee,1 climber has repeated this problem,7A,Feet follow hands,,
20877,CURTAIL,Nicholas Ferguson,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
20878,MOKAAAAAAAY!,Nicholas Ferguson,27 repeats,6C+ (User grade 6C+),Feet follow hands,,
20879,FORGETTING S*X LANCHEZ,Corey Zee,Be the first to repeat this problem,7A,Feet follow hands,eee,
20880,WHITE MEXICAN,Corey Zee,6 repeats,6C+,Feet follow hands,KKKKK,eee
20881,SCHEWWS,Corey Zee,Be the first to repeat this problem,6C+,Feet follow hands,,
20882,RINGLOCK,JBreck,1 climber has repeated this problem,7A,Feet follow hands,,
20883,KRUHA&IGER,janezkranjski,16 repeats,6B+ (User grade 6B+),Feet follow hands,,
20884,OLDIES GOLDIES,janezkranjski,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
20885,ZA LITER SNOPSA,janezkranjski,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
20886,ALL WE NEED IS LOVE,janezkranjski,54 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20887,COMMITMENT,Bapti,Be the first to repeat this problem,7B+,Feet follow hands,,
20888,HIPS DONT LIE,Bapti,5S repeats,7C (User grade 7B+),Feet follow hands,eee,
20889,UPPI,Patrik Lundin,14 repeats,7A+ (User grade 7A+),Feet follow hands,,
20890,OLLLLA,Patrik Lundin,5S repeats,6C+,Feet follow hands,,
20891,WELSH HEAT VAR,Stonerxd,6 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20892,BEJSIK,majek,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
20893,WOMEN'S DAY,a.gollo,2 repeats,6B+,Feet follow hands,KkKkhkk,eee
20894,GIRLS PWR,a.gollo,1 climber has repeated this problem,6B+,Feet follow hands,,
20895,BLOQUE DE RICARD,Juanitoo,1 climber has repeated this problem,7B,Feet follow hands,,
20896,XYZM,Mard,12 repeats,6B+ (User grade 6B+),Feet follow hands,,
20897,SICKO MODE PT. 2,NStruntze,1 climber has repeated this problem,7B,Feet follow hands,,
20898,FRIDAY ON MY MIND,ploeppsen,30 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20899,HUNGRY FACE,Matteo Zanon,1 climber has repeated this problem,TAt+,Feet follow hands,,
20900,ACID FOOD,Matteo Zanon,1 climber has repeated this problem,7A,Feet follow hands,,
20901,SHOOTSANDLADDERS,Pfs,20 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20902,NTU,Pfs,22 repeats,6C (User grade 6B+),Feet follow hands,,
20903,MJFCKSKIDS,Pfs,5 repeats,6B+,Feet follow hands,KKKKNY,eee
20904,BEHIND THE CURVE,Pseudosimian,1 climber has repeated this problem,7A,Feet follow hands,,
20905,FIRST DAY OUT,Ben Burkhalter,Be the first to repeat this problem,7c,Feet follow hands,,
20906,PULA O VAR,Otavio,14 repeats,7B (User grade 7B),Feet follow hands,KkKkhkk,
20907,JSHEHDHXB,Poopoo,Be the first to repeat this problem,7A,Feet follow hands,,
20908,COOPER S,Justin Jt Taylor,4repeats,7A,Feet follow hands,KkKkhkk,eee
20909,INTERNAL ROTATION,Kilgour22,4repeats,7A,Feet follow hands,eee,
20910,ANVIL,Andrew Forster,1 climber has repeated this problem,7A,Feet follow hands,,
20911,BATTLE OF THE BEASTS VAR.,Hoseok Lee,6 repeats,7C (User grade 7C),Feet follow hands,eee,
20912,LAUNCHPAD,murray,10 repeats,6B+ (User grade 6B+),Feet follow hands,,
20913,E1Z,Elias Nilsson,27 repeats,6B+ (User grade 6B+),Feet follow hands,,
20914,TRY THE MONO,Tegua,Be the first to repeat this problem,7B+,Feet follow hands,,
20915,RRR1,nik pluzhnik,1 climber has repeated this problem,7A (User grade 7A),Feet follow hands,,
20916,CROSS FADED,Jeremy Williamson,1 climber has repeated this problem,TAt+,Feet follow hands,,
20917,DRIA’S DREAMS,Cody Rouse,1 climber has repeated this problem,7A,Feet follow hands,,
20918,ASH WILLIAMS WEDNESDAY,Richard,Be the first to repeat this problem,7A,Feet follow hands,,
20919,FOOTMOUTH WARMUP.,dlahoodb,36 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20920,FINGY,dlahoodb,1 climber has repeated this problem,TAt+,Feet follow hands,,
20921,ALVIN :V,Motionboulder,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
20922,PLLADDER,Le,5 repeats,6C,Feet follow hands,KkKkhkk,eee
20923,SUSHI ROLL,Hunter,10 repeats,6B+,Feet follow hands,eee,
20924,MARK 1,Mark Schwab,2 repeats,6B+,Feet follow hands,eee,
20925,ASAH,Hunter,2 repeats,6B+,Feet follow hands,KkKkhkk,eee
20926,GET IT DONE,AVEY,2 repeats,6B+,Feet follow hands,KkKkhkk,eee
20927,LEVITATE,David Quinn,1 climber has repeated this problem,6B+,Feet follow hands,,
20928,ARMADA,joenorris001,Be the first to repeat this problem,6B+,Feet follow hands,,
20929,BASTIS BEST,ploeppsen,15 repeats,6B+ (User grade 6B+),Feet follow hands,,
20930,ROUTE 10,Neo,16 repeats,6B+ (User grade 6B+),Feet follow hands,,
20931,KAPTEIN KUT LIS,Havard Seppelee,Be the first to repeat this problem,6C+,Feet follow hands,,
20932,BETTER THIS WAY,ploeppsen,16 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20933,SPAN,marcel aarden,Be the first to repeat this problem,7A,Feet follow hands,,
20934,PHASE 2.5,marcel aarden,Be the first to repeat this problem,6C+,Feet follow hands,,
20935,TERRY PEAK,Mark Schwab,11 repeats,6B+ (User grade 6B+),Feet follow hands,,
20936,GAR-BEAR,Gary Kleiger,2 repeats,6B+,Feet follow hands,KkKkhkk,eee
20937,TRIPLE WHITES,Ben Burkhalter,11 repeats,7C (User grade 7C),Feet follow hands,,
20938,PULLEGGIATO,Averau,80 repeats,6C (User grade 6C),Feet follow hands,,
20939,VICTIM,Kilgour22,4repeats,6C+,Feet follow hands,KkKkhkk,eee
20940,TIMING CLOSURE,ploeppsen,15 repeats,6B+ (User grade 6B+),Feet follow hands,,
20941,EVAN,Bee,11 repeats,6B+ (User grade 6B+),Feet follow hands,,
20942,DEAD FISH,Master Nater,9 repeats,6C+,Feet follow hands,KkKkhkk,eee
20943,CCR3,isasuke,25 repeats,6B+ (User grade 6B+),Feet follow hands,,
20944,PACOMPE,Portero,Be the first to repeat this problem,6C+,Feet follow hands,,
20945,BEST BEFORE YESTERDAY,ploeppsen,14 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20946,OVERDUE,ploeppsen,18 repeats,6B+ (User grade 6B+),Feet follow hands,,
20947,DANCIN W MOONBOARD KNIGHT,vmok,7 repeats,6B+ (User grade 6B+),Feet follow hands,KkKkhkk,eee
20948,URIAH LEAP,vmok,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
20949,MALDI-TOF,vmok,3 repeats,6B+,Feet follow hands,,
20950,RIDE THE LAMENESS,vmok,4repeats,6B+,Feet follow hands,KkKkhkk,eee
20951,LA BEFFA,popo19,4repeats,6C,Feet follow hands,eee,
20952,BIRRA TIME,popo19,1 climber has repeated this problem,6C+,Feet follow hands,,
20953,MITICO NE,popo19,Be the first to repeat this problem,6C+,Feet follow hands,,
20954,I DIDN'T MAKE IT,Ging,3 repeats,6C+,Feet follow hands,eee,
20955,RONDINI DEL MONGIOIE,keki91,44 repeats,6C+ (User grade 6C+),Feet follow hands,eee,
20956,JUST DO WHAT THEY DO,Charles,2 repeats,6C+,Feet follow hands,KKKKNY,eee
20957,PONICZANKA,Carola_bocz,2 repeats,TAt+,Feet follow hands,KKKKNY,eee
20958,WICHURA,Carola_bocz,Be the first to repeat this problem,7c,Feet follow hands,,
20959,FOR YOU,mocci,1 climber has repeated this problem,6C+,Feet follow hands,,
20960,PROYECTO,peri,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
20961,CUBREME!,mocci,2 repeats,7A,Feet follow hands,KkKkhkk,eee
20962,THE MORNING SHAFTER,evieshh,1 climber has repeated this problem,7A,Feet follow hands,KkKkhkk,eee
20963,RISE OF THE DAWN OF RAGE,Meg,32 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20964,TIM'S BABY,Mound,4repeats,6C,Feet follow hands,KkKkhkk,eee
20965,DYNAMITE DYNAMICS,Spe,3 repeats,6C+,Feet follow hands,KKKKNY,eee
20966,JACK FLIES,CazzaMan,Be the first to repeat this problem,7A,Feet follow hands,,
20967,FRIDAY NIGHT FUN,Ali,2 repeats,6C+,Feet follow hands,KkKkhkk,eee
20968,ELLIOTT V4,Eli,6 repeats,6B+,Feet follow hands,KKKKNY,eee
20969,ELBOW6,Eli,18 repeats,6C+ (User grade 6C+),Feet follow hands,,
20970,WHITE HOPS,Hunter Sharp,Be the first to repeat this problem,TAt+,Feet follow hands,,
20971,AMORES PERROS,Power Pete,1 climber has repeated this problem,TAt+,Feet follow hands,,
20972,ATTILA,Power Pete,3 repeats,TAt+,Feet follow hands,,
20973,GHENGIS,Power Pete,Be the first to repeat this problem,TAt+,Feet follow hands,,
20974,GOAT STATUS,Tsumida,Be the first to repeat this problem,7B+,Feet follow hands,,
20975,PREHEAT,Matt Desantis,5 repeats,6C,Feet follow hands,KkKkhkk,eee
20976,K MY GIRL JUST LEFT ME,Ethan BARUH,3 repeats,7A (User grade 7A),Feet follow hands,eee,
20977,RULES ARE MEANT TO BREAK,Matt Desantis,Be the first to repeat this problem,7B+,Feet follow hands,,
20978,DEEP IN THOT,Joe Tracy,5 repeats,6C+,Feet follow hands,KkKkhkk,eee
20979,HAIRY NUTS,steff,15 repeats,6B+ (User grade 6B+),Feet follow hands,,
20980,FIRST TOP!,Ems,47 repeats,6B+ (User grade 6B+),Feet follow hands,,
20981,THE OBVIOUS ONE,Ingmar,23 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
20982,YA,Gez,1 climber has repeated this problem,6B+,Feet follow hands,,
20983,GROC,wge,3 repeats,7A,Feet follow hands,KkKkhkk,eee
20984,JAMIE SUX VAR,Jstar,16 repeats,7B (User grade 7B),Feet follow hands,KkKkhkk,eee
20985,PEE1,olakas,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
20986,NETUNO,Otavio,1 climber has repeated this problem,7B+ (User grade 7B+),Feet follow hands,,
20987,W-UP JUMP,Pugklime,1 climber has repeated this problem,6B+,Feet follow hands,,
20988,TRICKERION,gabriel faucher,1 climber has repeated this problem,7A,Feet follow hands,,
20989,A FEAST FOR ODIN,gabriel faucher,1 climber has repeated this problem,6C+,Feet follow hands,,
20990,VIV WARMUP,Kat Secretaria,18 repeats,6B+ (User grade 6B+),Feet follow hands,,
20991,FF FOR YA,Prithipal Khalsa,1 climber has repeated this problem,6C+,Feet follow hands,,
20992,GAMBAMOS,Dylan,2 repeats,6C,Feet follow hands,KkKkhkk,eee
20993,SCORPIUS,Dylan,5 repeats,7A,Feet follow hands,eee,
20994,CRADLE THE BABY,ulises huete,4repeats,TAt+,Feet follow hands,KKKKNY,eee
20995,LIGHTENING,Emmanuel Madayag,Be the first to repeat this problem,TAt+,Feet follow hands,,
20996,"BIG HOLDS, BIGGER MOVES",Caleb,1 climber has repeated this problem,6B+,Feet follow hands,eee,
20997,BLEPHARITIS,janezkranjski,16 repeats,6B+ (User grade 6B+),Feet follow hands,,
20998,SWEETER,janezkranjski,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
20999,CAKETALK,janezkranjski,47 repeats,6B+ (User grade 6B+),Feet follow hands,,
21000,FAR FROM MADDING COW,janezkranjski,27 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
21001,1985-BW,Hakan Ertekin,19 repeats,6C (User grade 6C),Feet follow hands,,
21002,TOURNESOL,Kilgour22,6 repeats,6C+,Feet follow hands,eee,
21003,HOLY HOLE,Bohny,3 repeats,7A,Feet follow hands,KKKKNY,eee
21004,HEY HEY0001,joon9777,2 repeats,6C+,Feet follow hands,KkKkhkk,eee
21005,EXPIRY DATE,Medium Doggo,4repeats,7A,Feet follow hands,eee,
21006,WEISSHELM,juki,5 repeats,6B+,Feet follow hands,KKKKNY,eee
21007,WOLLMAUS WALTER,juki,5 repeats,6C+,Feet follow hands,eee,
21008,ERDPROBLEM,juki,7 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
21009,LEFTY PAIN,juki,2 repeats,6C+,Feet follow hands,KkKkhkk,eee
21010,MR. RIGHT,juki,3 repeats,6C+,Feet follow hands,KKKKNY,eee
21011,GO GODZILLA,Dominika Soltys,15 repeats,6C (User grade 6C),Feet follow hands,,
21012,NOT MY PROBLEM 2,ABP,2 repeats,7B+ (User grade 7B+),Feet follow hands,KkKkhkk,eee
21013,KING OF THE NORTH,Andrew Forster,1 climber has repeated this problem,TAt+,Feet follow hands,,
21014,SILENT SERVER,Pseudosimian,Be the first to repeat this problem,6C+,Feet follow hands,,
21015,QWERTY 123,uasia,25 repeats,6B+ (User grade 6B+),Feet follow hands,,
21016,SCOOP DE WOOP,Pseudosimian,Be the first to repeat this problem,7A,Feet follow hands,,
21017,WOOPDY SCOOPDY POOP,Pseudosimian,1 climber has repeated this problem,7A,Feet follow hands,eee,
21018,COMO GONDOLAS EN CELO,Josete,5 repeats,6C,Feet follow hands,KKKKNY,eee
21019,OLDENBOARD CLEAN,David Quinn,7 repeats,6C+ (User grade 6C+),Feet follow hands,KkKkhkk,eee
21020,A POSTERIORI,Kilgour22,5 repeats,7A,Feet follow hands,KKKKNY,eee
21021,VIRTUOSO,Kilgour22,Be the first to repeat this problem,7c,Feet follow hands,,
21022,SOLIDARITY,Kilgour22,3071 repeats,6B+ (User grade 6B+),Feet follow hands,,
21023,RECURSION,Kilgour22,Be the first to repeat this problem,6C+,Feet follow hands,,
21024,REAL V4,Kilgour22,34 repeats,6B+ (User grade 6B+),Feet follow hands,,
21025,LINEPULSE,Shainabean,6 repeats,6C+,Feet follow hands,eee,
21026,WONTAI,Shainabean,31 repeats,6C+ (User grade 6C+),Feet follow hands,,
21027,MAN UP,Lucas Coniker,6 repeats,7c,Feet follow hands,eee,
21028,CAMPUSING WITH A BACKPACK,Adrian Landreth,19 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
21029,ZED,gilio,1 climber has repeated this problem,6C,Feet follow hands,,
21030,DER SCHWACHLING,Ingmar,5 repeats,6C (User grade 6C),Feet follow hands,eee,
21031,(2 FINGERS IN THE POCKET),menego,Be the first to repeat this problem,6C+,Feet follow hands,,
21032,NUN TIT,xavi pardo,2 repeats,6B+,Feet follow hands,eee,
21033,CLIMBING THE MOONBOARD,moisty,1 climber has repeated this problem,7A,Feet follow hands,,
21034,FRANKIE'S JUMP,Fragkiskos Xydias,7 repeats,6C (User grade 6C),Feet follow hands,,
21035,FRANKIE'S JUMP 2,Fragkiskos Xydias,5 repeats,6C (User grade 6C),Feet follow hands,,
21036,PISCIA IN PIEDI,Matteo Zanon,4repeats,6B+ (User grade 6B+),Feet follow hands,,
21037,HUAYNAPUTINA,Matteo Zanon,9 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
21038,VIOLA TED.,davidebatti,22 repeats,6B+ (User grade 6B+),Feet follow hands,,
21039,VERTICA-LINO,davidebatti,2 repeats,6C+,Feet follow hands,KkKkhkk,eee
21040,CHEMICAL MOON,ilamartinez,10 repeats,6C (User grade 6C),Feet follow hands,eee,
21041,MEOW6C,mour simek,13 repeats,6c,Feet follow hands,eee,
21042,MEOW6B+,mour simek,6 repeats,6B+,Feet follow hands,KkKkhkk,eee
21043,WAKIN UP,squid,23 repeats,6B+ (User grade 6B+),Feet follow hands,,
21044,POUNCH,squid,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
21045,COWGIRL,Ravioli Biceps,29 repeats,7B (User grade 7B),Feet follow hands,,
21046,PI DAY,squid,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
21047,ANDREAS,Ryan Arment,1 climber has repeated this problem,8B+ (User grade 8B+),Feet follow hands,,
21048,HAIR OF THE DAWG,squid,13 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
21049,THROW AND CATCH,gordonvictor,12 repeats,6C+ (User grade 6C+),Feet follow hands,eee,
21050,FF SIM,Prithipal Khalsa,3 repeats,6C+,Feet follow hands,KkKkhkk,
21051,VERY EXCITE,RED,13 repeats,6C (User grade 6C),Feet follow hands,,
21052,JOHN D’OH!,Matt Davies,63 repeats,6C+ (User grade 6C+),Feet follow hands,,
21053,DUKE OF NORKS,Ingmar,7 repeats,6C,Feet follow hands,KKKKNY,eee
21054,MEPHISTO,Konrad Suter,5 repeats,6B+,Feet follow hands,KkKkhkk,eee
21055,DAR VIDA,Konrad Suter,2 repeats,6B+,Feet follow hands,eee,
21056,FUR BY NIGHT,Emil hovmand,2 repeats,7A,Feet follow hands,KkKkhkk,eee
21057,BIBA LEZE,janezkranjski,6 repeats,6B+ (User grade 6B+),Feet follow hands,,
21058,BIBA LEZE BIBA SPLEZE,janezkranjski,7 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
21059,CRNA STISKA,janezkranjski,11 repeats,6B+ (User grade 6B+),Feet follow hands,,
